iter	Logloss
186	0.3723348939
187	0.3722111554
188	0.3718082245
189	0.371540335
190	0.3714530428
191	0.3713850158
192	0.3711716929
193	0.370989021
194	0.3708565948
195	0.3706511462
196	0.3705001713
197	0.3704922978
198	0.3704105268
199	0.3700730357
200	0.3699058266
201	0.3694127651
202	0.3692112257
203	0.3689677173
204	0.3688759652
205	0.3686688563
206	0.368451675
207	0.3681939051
208	0.3680167439
209	0.3678447476
210	0.3672123459
211	0.3669742972
212	0.3668046225
213	0.3667039009
214	0.3665219173
215	0.3664326777
216	0.3662289617
217	0.3662123096
218	0.3658282004
219	0.3654124768
220	0.365252466
221	0.3651077984
222	0.3650318215
223	0.3648758793
224	0.3646033457
225	0.3645159503
226	0.3643953381
227	0.3642365671
228	0.363905231
229	0.3637488585
230	0.363587113
231	0.3635437217
232	0.3634196368
233	0.3632591314
234	0.3630596725
235	0.3628369302
236	0.3625021374
237	0.3623624609
238	0.3620082651
239	0.3618434993
240	0.3614938191
241	0.361423683
242	0.3612563427
243	0.36084951
244	0.3606220565
245	0.3605542678
246	0.3605471296
247	0.3605296507
248	0.3603047598
249	0.3601928783
250	0.359895072
251	0.3596457262
252	0.3595818312
253	0.3593213549
254	0.359116361
255	0.3589866584
256	0.3589254438
257	0.3586724937
258	0.35860739
259	0.358147677
260	0.3578859473
261	0.357778118
262	0.357653357
263	0.3574096453
264	0.3571469455
265	0.3570972058
266	0.3568959541
267	0.3567496511
268	0.3566214377
269	0.3562735882
270	0.3560667585
271	0.3559334872
272	0.3558678953
273	0.3554516432
274	0.3553312747
275	0.3549909075
276	0.3549729439
277	0.3548180704
278	0.3547237977
279	0.354492543
280	0.3544175761
281	0.3544084811
282	0.3543500885
283	0.3539744016
284	0.3536809838
285	0.3533424426
286	0.3532819494
287	0.3530819641
288	0.3528325925
289	0.3527189943
290	0.3526443195
291	0.3525147768
292	0.3523608007
293	0.3521907393
294	0.3521377221
295	0.3520796636
296	0.351919425
297	0.3515330273
298	0.3515216201
299	0.3513486633
300	0.3512504148
301	0.3509486021
302	0.350909004
303	0.3504961803
304	0.3502649585
305	0.3501892123
306	0.3499280081
307	0.3498678482
308	0.3498237944
309	0.3495462852
310	0.3494761153
311	0.349427189
312	0.34934416
313	0.3492776071
314	0.3488452241
315	0.3486021111
316	0.3484944947
317	0.3484540377
318	0.3483078117
319	0.3480752693
320	0.3479404107
321	0.3478771319
322	0.3477734346
323	0.3477006414
324	0.347512505
325	0.3473323298
326	0.3472571611
327	0.3471013818
328	0.3470236722
329	0.3468494971
330	0.3467290244
331	0.3466743397
332	0.3466100628
333	0.3464103365
334	0.3462056957
335	0.3461362072
336	0.3458856958
337	0.345773313
338	0.3456725414
339	0.345508304
340	0.3454941142
341	0.3450765348
342	0.3448492826
343	0.3446578008
344	0.3441857362
345	0.3439373183
346	0.3438510664
347	0.3436865891
348	0.3435421575
349	0.3432403191
350	0.3430899982
351	0.3430330687
352	0.3428229697
353	0.3425699741
354	0.3423338158
355	0.342204191
356	0.341935465
357	0.3417739564
358	0.3416280211
359	0.3415819806
360	0.3413885517
361	0.3413451836
362	0.3410102972
363	0.3409763335
364	0.340902659
365	0.3408926564
366	0.3407054173
367	0.3406419935
368	0.3404369808
369	0.3403410833
370	0.3399696351
371	0.3398713641
372	0.3397400223
373	0.3395753103
374	0.3392640679
375	0.3390881765
376	0.3387658108
377	0.3384319362
378	0.3383476661
379	0.338168784
380	0.3379046095
381	0.3378563339
382	0.3377667916
383	0.3376872895
384	0.3375713692
385	0.3374513304
386	0.3370966825
387	0.3368385879
388	0.3367156564
389	0.3366135096
390	0.3363316719
391	0.3362523891
392	0.3360500382
393	0.3358800429
394	0.3358580329
395	0.3356888485
396	0.3354167846
397	0.3352009269
398	0.3350180589
399	0.3349180133
400	0.3347996535
401	0.3345822645
402	0.3343803461
403	0.3342795577
404	0.334134807
405	0.3337968544
406	0.3336978916
407	0.3334101424
408	0.3333099581
409	0.3331851275
410	0.333011115
411	0.3328472408
412	0.3326053903
413	0.3325513223
414	0.3324639073
415	0.3323651411
416	0.3322856394
417	0.3321925771
418	0.3320703985
419	0.3318659027
420	0.3317142921
421	0.331534389
422	0.3314918456
423	0.3314599211
424	0.3313249656
425	0.330986512
426	0.3308243217
427	0.3304872448
428	0.3302781891
429	0.3300008522
430	0.3298013611
431	0.3297851829
432	0.3296331837
433	0.3295505529
434	0.3293604355
435	0.3292264752
436	0.3291423053
437	0.3288481125
438	0.3287395827
439	0.3286268477
440	0.3284635299
441	0.328328879
442	0.3279627433
443	0.3278139801
444	0.327640016
445	0.327414096
446	0.327317953
447	0.3269870691
448	0.3269491691
449	0.3268917934
450	0.3267664401
451	0.326621719
452	0.3264388071
453	0.3262800798
454	0.3259446587
455	0.3258323182
456	0.3257932953
457	0.3257385984
458	0.3253437209
459	0.3252139217
460	0.3251674958
461	0.3250887704
462	0.3250042836
463	0.3249520386
464	0.3247924894
465	0.3246553378
466	0.3245952762
467	0.3243499966
468	0.3240829544
469	0.3240195086
470	0.3237744302
471	0.3236812528
472	0.3233451064
473	0.3232744563
474	0.323226944
475	0.3231436417
476	0.322873971
477	0.3227799538
478	0.3226911123
479	0.3225459481
480	0.3223162586
481	0.3221865787
482	0.3220713004
483	0.321995981
484	0.3216750982
485	0.3214641139
486	0.3213813553
487	0.3212497985
488	0.3211729476
489	0.3209194466
490	0.3207484859
491	0.3207157601
492	0.3205992769
493	0.3205142643
494	0.3203903083
495	0.3203103556
496	0.3201466248
497	0.3200268403
498	0.3199456176
499	0.319752251
